origin,destination,trip_count,shortest_path,origin_osm_node
6492.08,6569.09,9.0,"[42444954, 7396482976, 42446668, 42437670, 42455735, 5837182316, 42452975, 5481852077, 42444964, 5481856939, 5481856937, 5481856934, 5481856930]",42444954
5794.05,5826.02,9.0,"[10735878470, 42506511, 42506516, 42506522]",10735878470
5492.05,5880.02,9.0,"[42442247, 10770328379, 10770328374, 42445498, 42458267, 42428444, 42449576, 42456197, 42433578, 42454423, 42436784, 42439530, 42439335, 42430164, 42430167, 5151708184, 3891963915, 4321748238, 4321748237, 42430187, 42430205, 42430217, 42430231, 42430233, 42430235, 42433282, 42433260, 42433261, 4679523598, 4320028826, 42457728]",42442247
7100.07,7617.07,9.0,"[42438788, 42436475, 42436477, 42438791, 42439556, 42430052, 42446013, 42446016, 42436913, 42446021, 42438487, 42446026, 42439392, 42446031, 42435499, 42446036, 42429324, 42446041, 42445733, 42436539, 6949740442, 6949740430, 42444810, 42446066, 42446070, 42446072, 42444487, 42434166, 42446086, 42446093, 42446099, 42445256, 42438963, 42430474, 42434905, 42436610, 7921696721, 42446132, 6270715188, 42446138, 42445843, 42436640, 42446147, 42434377, 6217820602, 42432376, 42432352, 595703226, 42426374, 3099327964, 2141026499, 42433743]",42438788
4110.10,4151.01,9.0,"[42475953, 42475949]",42475953
5184.08,6157.04,9.0,"[11374486384, 7334235841, 246866806, 246866810, 246866830, 246866828, 607906596, 246879394, 11310311811, 7779310094, 4133206254, 42454328, 42429431]",11374486384
4010.13,3978.13,9.0,"[1123921343, 4575780105, 4575780112, 1491989435, 544352662, 544352697, 42476080, 1258875728, 3413663133, 42476084, 42471201, 42476086, 42476087, 42514254]",1123921343
4953.04,5329.03,9.0,"[3239326412, 6129324450, 6129324449, 11030812457, 42421951, 42421946, 42421941, 42421960, 42427956, 42427951, 42437536, 42432679, 42448578, 42429840, 42429838, 42434410, 10299850183, 42428374, 42434412, 8840333845, 42422035, 42422028, 11374486384, 7334235841, 246866806, 246866810, 246866830, 246866828]",3239326412
6626.01,6626.01,9.0,[42443528],42443528
5788.13,5788.13,9.0,[42445558],42445558
6266.06,6072.06,9.0,"[42443674, 42427386, 42444916, 42429663, 42439280, 42444909, 4557517552, 387180916, 42436439, 42429394, 42436431, 42431503, 42431500, 42431844, 42431497, 42429378]",42443674
5294.04,5303.08,9.0,"[42427742, 7499263656, 42445630, 4375208206, 11038072433, 11038072506, 42427335, 11038072465, 11038072374, 11038072377, 8518556691, 42433553, 3234087898, 42433551, 42433550, 42433549, 42440785]",42427742
6876.04,7079.06,9.0,"[42430394, 42423674, 4347550074, 11225191374, 4347550071, 4347550065, 9446375824, 42421969, 5706568625, 42435253, 42435257, 7802856365, 7802856352, 7802856370, 7802856341, 7802856349]",42430394
6822.09,6822.09,9.0,[42431684],42431684
6280.12,6280.12,9.0,[42449308],42449308
5379.10,5276.04,9.0,"[42506177, 42506174, 42506170, 42506318, 42473950, 42506321, 42484164, 42489001, 42506325, 42504278, 42506329, 11249142483]",42506177
6566.01,6599.01,9.0,"[42447242, 42427070, 42447412, 1241820953, 1241820975]",42447242
6072.11,6022.04,9.0,"[42435599, 42439830, 42430257, 42449333]",42435599
5752.09,5419.04,9.0,"[7725555869, 42514451, 42520808, 42498317, 42484587, 2276312211, 42496839, 42503841, 10962940424, 42516599, 42500969, 42469534, 42506291, 42488163, 42506300, 42506305, 42482458, 42492539, 42506310, 42480055, 42506170, 42506318]",7725555869
6441.02,6560.15,9.0,"[42428258, 42430311, 42430314, 42430317, 42430320, 42428272, 42428268]",42428258
7602.05,7631.23,9.0,"[7803266922, 42433161, 2141026500, 42446728, 5481882809, 42435743, 42435746]",7803266922
4605.04,4605.04,9.0,[42502649],42502649
6179.07,6254.06,9.0,"[2297172754, 6633383602, 4411700985, 276318086, 42807444]",2297172754
3902.06,3902.06,9.0,[541999321],541999321
7141.07,7141.07,9.0,[42435272],42435272
5329.03,6765.01,9.0,"[246866828, 607906596, 246879394, 11310311811, 7779310094, 246652738, 8288270017, 246580345, 2376384482, 2208862794, 247072735, 2348991695, 246650546, 247081711, 247081706, 1760566988, 247085080, 247084443]",246866828
4125.07,3905.15,9.0,"[42487552, 42474960, 42487555, 42487558, 42474733, 42486362, 42487564, 42471183, 42487567, 42487570, 42487573, 42475980]",42487552
6190.08,5989.02,9.0,"[42429663, 42439280, 42444909, 4557517552, 387180916, 42436439, 8431296950, 42435596, 42439823, 42430253, 42430255]",42429663
6753.08,7020.02,9.0,"[42456049, 42429986, 42431661, 42455675, 42447237, 42437451, 42431684, 42455695, 42429694, 42445247, 42436492, 10991141055, 42438805, 42439567, 42430075, 42454701, 42446478]",42456049
5134.09,5379.10,9.0,"[4207788769, 42494823, 42505376, 42505380, 9990599496, 9990599495, 42468744, 8842464605, 42514918, 42520415, 42474121, 42520409, 42504282, 42520404, 42489010, 42484171, 42520398, 42473952, 42520393, 42506177]",4207788769
6876.04,7304.08,9.0,"[42430394, 42423674, 4347550074, 11225191374, 4347550071, 4347550065, 9446375824, 42421969, 5706568625, 42435253, 42435257, 7802856365, 7802856352, 7802856370, 7802856341, 7802856349, 7802856372, 7802856356, 42435272, 42435275, 42432556, 42435283, 42435295, 42435301, 42424225, 42427915, 42433564]",42430394
5886.13,6013.12,9.0,"[42438362, 4298764922, 4298764923, 5286408252, 4298764915, 5286408259, 42439181, 3601295731, 42451787, 1692450029, 390519635, 42437530]",42438362
6756.01,6816.07,9.0,"[42454433, 42443563, 42432706, 42455761, 42452365, 42443534, 42432598, 42440170, 42440163, 5481883912, 42435684, 42435687, 42435702]",42454433
6157.04,4889.06,9.0,"[42454328, 42429431, 42431156, 10168276347, 42431154, 42455357, 42431508, 42454758, 42439096, 42459436, 42440943, 42449089, 42457426, 42442078, 42452610, 42457735, 42436894, 42452006, 42454642, 42456986, 42440527, 42448568, 42442291, 42436088, 42442288, 42440847, 42436083, 4142105812, 42436073, 42436017, 42436069, 42436064, 42436060, 42434871, 42436056, 11466637157, 42436055, 5812723035, 42436050, 11464657971, 42430519, 5812723036, 42431617, 5812723033, 42429565, 42430009, 42430007, 42454401, 4578218122, 1431790464, 8213944614, 42422035, 42434413, 42436192, 42436187, 42436184, 42436181, 42446622, 42428368, 42428366, 42428365, 10316226053, 588546891, 42444479, 42444353, 279151954, 4379778651, 3274291207, 607911362]",42454328
5914.08,5989.02,9.0,"[42432199, 42432194, 42430241, 42430247, 42430249, 42429374, 42430253, 42430255]",42432199
5679.05,5755.14,9.0,"[1692433920, 42448552, 5799117244, 42433581, 5481866326, 5481866323, 1692433924, 9934776539, 1692433936, 42440553, 42452396, 42433587, 42449817, 42433298, 42433356, 42456303]",1692433920
7538.18,7538.18,9.0,[7779666008],7779666008
6131.13,6432.11,9.0,"[4597668031, 4597668032, 42429888, 42454522, 42446266, 42436748, 42445409, 42456568, 42449308, 3786901738, 3786901743, 42434951, 42458333, 42449683, 42453986, 42445653, 561042197, 42453005, 8871600818, 8871600819]",4597668031
6474.11,6432.11,9.0,"[42446488, 42445914, 561042198, 3639382767, 561042199, 42453005, 8871600818, 8871600819]",42446488
6339.06,6339.06,9.0,[42444928],42444928
7175.05,7230.10,9.0,"[42443336, 6207264908, 42432564, 42442445, 42443341]",42443336
7340.06,7340.06,9.0,[42438867],42438867
6626.01,6602.03,9.0,"[42443528, 42452353, 42434072, 42432693, 42430344, 8318633103, 42428297, 42439984, 42439981, 42437363, 42439972, 42435660]",42443528
6839.04,6839.10,9.0,"[8254176970, 8254176969, 42445950, 42445953, 8254176965, 4347534783, 4347534768, 3377461259, 4347534767]",8254176970
7079.06,7175.05,9.0,"[7802856349, 7802856372, 7802856356, 42435272, 42435275, 3269834161, 42443336]",7802856349
7100.07,7141.07,9.0,"[42436475, 6091080882, 9178915128, 247221417, 561950491, 2059303843, 42442158, 42442164, 42442175, 2059303916, 248709587, 42435275, 42435272]",42436475
4748.07,4677.01,9.0,"[2842882700, 9907586242, 598043776, 9201526517, 42530376]",2842882700
6839.1,7161.08,9.0,"[42427764, 42427762, 42445947, 42445950, 42445953, 42436511, 42445961, 42429971, 42431650, 42445972, 42445976, 42437425, 42431674, 42445994, 42429682, 42445227, 42436477, 42438791, 42439556, 42430052, 42446013, 42446016, 42436913, 42446021, 42440397, 42436911]",42427764
7100.07,6839.10,9.0,"[42438788, 42436475, 42445225, 42429680, 42455693, 42431671, 42437423, 42447228, 42455662, 42431649, 42429970, 42456683, 42436510, 4347534783, 4347534768, 3377461259, 4347534767]",42438788
3651.04,3704.04,9.0,"[2357316901, 2357316892, 1691133774, 1691133771, 1691133730, 42486854, 42486840, 42487822, 544353753, 1913646008, 42467607, 42467584, 3783475599, 1258976201, 42472788, 9431321342]",2357316901
7079.06,6948.10,9.0,"[7802856349, 7802856341, 7802856370, 7802856352, 7802856365, 42435257, 42435253, 5706568625, 10581453366, 7630577059, 1061531509, 42428575, 42421972, 42428570, 1825841655, 1825841704, 1825841743, 1701856476, 42428332]",7802856349
4993.13,4993.02,9.0,"[8629148775, 8629148774, 42431902, 42431898, 5228410329, 42421960, 42427956, 42427951]",8629148775
6726.01,6611.07,9.0,"[42430669, 42430664, 593839894, 42430651, 42430646, 42430643, 3270031031]",42430669
6215.04,6215.04,9.0,[42430274],42430274
4546.05,4683.02,9.0,"[42492298, 42470365, 42488433, 42467026, 42469615, 42492303, 42487066, 42478381, 42466431, 2522345567, 3191750032, 42492309, 3443961525, 2522345571, 1241183458, 2521872412, 2521872421, 1241183311, 2521872418]",42492298
6182.02,6459.04,9.0,"[42427374, 42439834, 42435610, 42427381, 5849918502, 42443674, 42443676, 42434285, 42437914, 42427483, 42453630, 42445310, 42434821, 42438674]",42427374
5303.08,5335.07,9.0,"[42440785, 42433549, 42433550, 42433551, 3234087898, 42433553, 8518556691, 11038072318, 42433554, 11038072374, 11038072465, 11038072507, 42452107]",42440785
7520.07,7520.07,9.0,[42443373],42443373
7304.08,7304.08,9.0,[42433564],42433564
5458.02,5458.02,9.0,[42528566],42528566
5262.09,5230.02,9.0,"[11038072209, 42437773, 42437770, 42437768, 6330018967, 4487582556, 42437763, 42435923]",11038072209
7617.07,7253.04,9.0,"[42433743, 5481882807, 7024230434, 4016646214, 42435736, 3247295579, 42452290, 42435346, 42435343, 42435341, 42432736, 42421728, 3602679383, 42435337, 42435336, 7801840675, 42435333, 42435331, 42425570, 7779666009, 7779666008, 42425232, 42424439, 42435328, 42435323, 42435319, 42435317, 42435316, 42431447, 42421993, 7106818627, 7106818623, 7106818626, 42424851, 42421800, 42435308, 42433564, 42427915, 42424225, 42435301]",42433743
5515.02,5515.08,8.0,"[42453607, 42437346, 42455083]",42453607
6039.06,6039.06,8.0,"[42455357, 42431508]",42455357
6876.04,7511.19,8.0,"[42430394, 4347534767, 5706568771, 8254176969, 42445950, 42445953, 42436511, 42445961, 42429971, 42431650, 42445972, 42445976, 42437425, 42431674, 42445994, 42429682, 42445227, 42436477, 42438791, 42439556, 42430052, 42446013, 42446016, 42436913, 42446021, 42438487, 42446026, 42439392, 42446031, 42435499, 42446036, 42429324, 42446041, 42445733, 42436539, 6949740442, 6949740430, 42444810, 42446066, 42446070, 42446072, 42444487, 42434166, 42446086, 42446093, 42446099, 42445256, 42438963, 42430474, 42434905, 5481897028, 42434904]",42430394
5826.02,5944.01,8.0,"[42506522, 42500689, 42516051, 42486600, 5481915307, 42486597, 42520825, 2629142962, 42520827]",42506522
6022.04,6022.04,8.0,[42449333],42449333
5763.03,6140.05,8.0,"[42431773, 42430205, 42430217, 42430231, 42430233, 42430235, 42430237, 42421889, 42430241, 42430247, 42430249, 42429374, 42430253, 42430255, 42430257, 42430259, 42429659, 42430263, 42427371, 42430265]",42431773
6839.10,6876.04,8.0,"[4347534767, 42430394]",4347534767
5175.08,5175.08,8.0,"[42428385, 10301698981, 8840333846, 8840333851, 8095882130, 42428391]",42428385
7286.01,7121.02,8.0,"[42443046, 42443044, 42436549, 42443042, 42443040, 42429340, 42443037, 42435516, 42443032, 42439406, 42443029, 42438506]",42443046
5374.01,5342.1,8.0,"[42432097, 486867534, 42429782, 42429773, 42429769, 486867459, 42432102, 42440686, 42440682, 42440679, 42440792, 42437967, 9505971541, 42437965]",42432097
8186.01,8186.01,8.0,[8569406605],8569406605
5270.05,5270.05,8.0,[42437988],42437988
5164.05,5164.05,8.0,[42505380],42505380
5515.02,5593.04,8.0,"[42453607, 42453604, 6781574665, 4505948472, 3291987532, 42453601, 42437339, 42455867, 42453166, 5481937330, 42442850, 42442848]",42453607
5730.08,5730.08,8.0,[42436109],42436109
5117.05,5117.05,8.0,[42520572],42520572
6876.04,7393.09,8.0,"[42430394, 4347534767, 5706568771, 8254176969, 42445950, 42445953, 42436511, 42445961, 42429971, 42431650, 42445972, 42445976, 42437425, 42431674, 42445994, 42429682, 42445227, 42436477, 42438791, 42439556, 42430052, 42446013, 42446016, 42436913, 42446021, 42438487, 42446026, 42439392, 42446031, 42435499, 42446036, 42429324, 42446041, 42445733, 42436539, 6949740442, 6949740430, 42444810, 42446066, 42446070, 42446072, 42444487, 42434166, 42446086, 42446093]",42430394
6182.02,6140.05,8.0,"[42427374, 42427371, 42430265]",42427374
3651.04,3865.05,8.0,"[2357316901, 207694746, 4482113709, 4482113708, 4482113707, 1335094679, 1335094670, 4482113703, 1335094705, 1335094708]",2357316901
6756.01,6955.01,8.0,"[42454433, 42443563, 42432706, 42455761, 42452365, 42443534, 42432598, 42440170, 42454042, 42446363, 42449550, 42450434, 42440966, 42431563]",42454433
5308.04,5187.03,8.0,"[5481954236, 5481954237, 598031717, 42484180, 42484186, 6530806540, 42480120, 42480149, 4686822856, 42484194, 42482398, 8425776224, 2089937767, 6116989028, 42476485, 42484200, 42488313, 42520585, 42520582, 7976681097]",5481954236
5863.07,5938.01,8.0,"[5481911751, 5481911747, 5481911746, 42431459, 42449890, 42446875, 42437283, 42449893, 42439170, 42439178, 42442881, 8392896508, 8392896513, 8392896514, 8392896515]",5481911751
5746.02,5755.01,8.0,"[42430898, 42442857, 11032214441, 4235734223, 42443298, 42449017, 42445558, 42445548, 42428476, 42428473, 42428471, 42428468, 42428464]",42430898
5905.12,5755.14,8.0,"[42428493, 42438784, 42436935, 42429373, 42439070, 42449067, 42430857, 42421877, 8475999052, 8475999051, 42437949, 42433354, 42433356]",42428493
6131.13,5905.12,8.0,"[4597668031, 4597668032, 4597668042, 4597668029, 4597668041, 4597668040, 4597668039, 4597668028, 4597668038, 4597668026, 4597668036, 595403438, 4597668023, 4597668035, 42428493]",4597668031
5679.08,5788.13,8.0,"[1692433918, 1692433916, 42421927, 42445520, 42431165, 5481937335, 42445534, 7059780018, 42439236, 42445543, 42439249, 42445558]",1692433918
5125.03,5303.06,8.0,"[8842464593, 486876882, 486867548, 42432095, 42447428, 5804835269, 11038072541, 7595185930]",8842464593
6303.01,6379.03,8.0,"[42445667, 42453011, 595105531, 42455929, 3670418751]",42445667
5826.02,6170.02,8.0,"[42506522, 42500689, 42516051, 42486600, 42535632, 277046418, 597261862, 42832453, 2799469684, 42844233, 42836093, 42826923, 6795905097]",42506522
7183.03,7207.08,8.0,"[42438301, 42437845, 42437841, 42438825, 42438832, 6858150183, 6858150177, 42431000, 42442422]",42438301
4452.01,4683.02,8.0,"[42501880, 42501872, 3448818751, 42516539, 3446656846, 2484497668, 3191750033, 504044405, 42466432, 42478390, 42478381, 42466431, 2522345567, 3191750032, 42492309, 3443961525, 2522345571, 1241183458, 2521872412, 2521872421, 1241183311, 2521872418]",42501880
6948.1,7253.04,8.0,"[42428332, 42428329, 42435714, 42435716, 1825841704, 1825841743, 1825841693, 1825841688, 4347550071, 4347550065, 9446375824, 42421969, 5706568625, 42435253, 42435257, 7802856365, 7802856352, 7802856370, 7802856341, 7802856349, 7802856372, 7802856356, 42435272, 42435275, 42432556, 42435283, 42435295, 42435301]",42428332
5159.04,5159.04,8.0,[42448440],42448440
4812.02,4781.05,8.0,"[6857976069, 6907212144, 6857976072, 6857976066, 42481025, 6658371888, 559865278, 42528600]",6857976069
7079.06,7617.07,8.0,"[7802856349, 7802856372, 7802856356, 42435272, 42435275, 42432556, 42435283, 42435295, 42435301, 42424225, 42427915, 42433564, 42435308, 42421800, 42424851, 7106818626, 7106818623, 7106818627, 42421993, 42431447, 42435316, 42435317, 42435319, 42435323, 42435328, 42424439, 42425232, 7779666008, 7779666009, 42425570, 42435331, 42435333, 7801840675, 42435336, 42435337, 3602679383, 42421728, 42432736, 42435341, 42435343, 42435346, 42424460, 4016646214, 7024230434, 5481882807, 42433743]",7802856349
5938.11,5896.01,8.0,"[42434354, 42449890, 42446875, 42437283, 5282642709, 42437287, 42442877]",42434354
4374.01,4440.02,8.0,"[42518716, 3658729749, 3154320975, 3154320973, 42502881, 42524122, 6467207017, 8115286460, 42464580, 9127000821, 42464576, 11655553758, 10867648468, 11655553760, 10867648471, 598227924, 5482786360, 5482786019, 5482786015, 5482786012]",42518716
7745.07,7745.07,8.0,[470209122],470209122
6224.05,6140.05,8.0,"[42427381, 42427374, 42427371, 42430265]",42427381
7587.16,7587.16,8.0,[42446721],42446721
6839.10,7538.18,8.0,"[4347534767, 42430394, 42423674, 4347550074, 11225191374, 4347550071, 4347550065, 9446375824, 42421969, 5706568625, 42435253, 42435257, 7802856365, 7802856352, 7802856370, 7802856341, 7802856349, 7802856372, 7802856356, 42435272, 42435275, 42432556, 42435283, 42435295, 42435301, 42424225, 42427915, 42433564, 42435308, 42421800, 42424851, 7106818626, 7106818623, 7106818627, 42421993, 42431447, 42435316, 42435317, 42435319, 42435323, 42435328, 42424439, 42425232, 7779666008]",4347534767
6286.02,6319.03,8.0,"[2802423160, 42843274, 2408209083, 42826868, 42826864, 2472142378, 2472142384, 2472142380, 42826860, 2991208465, 42826857, 4675915069, 42825539, 2472137214, 42825542, 42825544]",2802423160
5515.02,5553.10,8.0,"[42453607, 42453604]",42453607
6170.02,6179.07,8.0,"[6795905097, 6593145588, 6795905103, 42826890, 42836084, 3567881530, 42836082, 2297172754]",6795905097
5308.04,5134.09,8.0,"[5481954236, 5481954237, 598031717, 42484180, 42489991, 42489014, 42509258, 42504284, 42509264, 42474126, 42509273, 42509277, 8842464613, 42505389, 42505383, 9990599495, 4207788765, 4207788767, 4207788769]",5481954236
6560.01,6560.15,8.0,"[42428283, 42428277, 10268795787, 42428268]",42428283
6948.10,7161.08,8.0,"[42428332, 42440025, 42430390, 42427764, 42427762, 42445947, 42445950, 42445953, 42436511, 42445961, 42429971, 42431650, 42445972, 42445976, 42437425, 42431674, 42445994, 42429682, 42445227, 42436477, 42438791, 42439556, 42430052, 42446013, 42446016, 42436913, 42446021, 42440397, 42436911]",42428332
5348.02,5187.03,8.0,"[42484164, 42484167, 42484171, 598031717, 42484180, 42484186, 6530806540, 42480120, 42480149, 4686822856, 42484194, 42482398, 8425776224, 2089937767, 6116989028, 42476485, 42484200, 42488313, 42520585, 42520582, 7976681097]",42484164
6140.05,6339.06,8.0,"[42430265, 42430269, 42430271, 42437890, 42435624, 42427427, 42435629, 6069996236, 42444928]",42430265
6847.02,6847.02,8.0,[8993169376],8993169376
5308.04,5164.05,8.0,"[5481954236, 5481954237, 598031717, 42484180, 42489991, 42489014, 42509258, 42504284, 42509264, 42474126, 42509273, 42509277, 8842464613, 42505389, 42505383, 9990599495, 4207788765, 42505380]",5481954236
7646.04,7520.07,8.0,"[5422624268, 5422624269, 42442567, 42442569, 42435359, 42443426, 42443413, 42432744, 42421737, 42437917, 42443406, 42443403, 42443388, 42443381, 42443373]",5422624268
5578.02,5470.10,8.0,"[42436073, 42436017, 42436069, 42436064, 42436060]",42436073
5971.09,6140.05,8.0,"[42440330, 1692450029, 390519635, 42437530, 42438174, 42438173, 42453310, 4597668039, 5481897719, 42428192, 42443671, 42430265]",42440330
6948.10,7079.06,8.0,"[42428332, 42428329, 42435714, 42435716, 1825841704, 1825841743, 1825841693, 1825841688, 4347550071, 4347550065, 9446375824, 42421969, 5706568625, 42435253, 42435257, 7802856365, 7802856352, 7802856370, 7802856341, 7802856349]",42428332
6876.04,7141.07,8.0,"[42430394, 42423674, 4347550074, 11225191374, 4347550071, 4347550065, 9446375824, 42421969, 5706568625, 42435253, 42435257, 7802856365, 7802856352, 7802856370, 7802856341, 7802856349, 7802856372, 7802856356, 42435272]",42430394
7100.07,6912.01,8.0,"[42438788, 42436475, 42445225, 42429680, 42455693, 42431671, 42437423, 42447228, 42455662, 42431649, 42429970, 42456683, 42436510, 4347534783, 4347534768, 3377461259, 4347534767, 42430394, 42423674]",42438788
4826.04,4826.04,8.0,[42469389],42469389
3385.06,4010.01,8.0,"[1691133686, 1691133691, 1691133695, 1691133701, 1691133728, 5320587912, 4226083076, 1691133730, 1691133771, 1691133774, 2357316892, 2357316901, 207694746, 4482113709, 4482113708, 4482113707, 1335094679, 1335094670, 4482113703, 1335094705, 1335094708, 1335094662, 1335094686, 4482113702, 1335094694, 1251456762, 4384069424, 3413663150, 6086870908, 6094213773, 4482239795, 42491569, 1335094713, 1335094696, 1251456833]",1691133686
5550.05,5235.10,8.0,"[42479273, 42479277, 42509216, 42509221, 42509228, 42509232, 42482469, 42492546, 42509239, 42480069, 42506181, 42509247, 42473953, 11378800218, 42484180, 42489991, 42489014, 42509258, 42504284, 42509264]",42479273
5905.14,5721.01,8.0,"[42436935, 42429373, 42439070, 42449067, 42430857, 42421877, 8475999052, 8475999051, 42437949, 42433354, 3584752508, 8231298077, 42433281, 1692433942, 1692433941, 42439542, 42436796, 42436793, 42439537]",42436935
6224.06,6459.04,8.0,"[42427427, 42435629, 6069996236, 42444928, 42453630, 42445310, 42434821, 42438674]",42427427
5902.07,5902.07,8.0,[42535632],42535632
6847.02,7253.04,8.0,"[42428328, 42428321, 4546109662, 42435710, 42431556, 42435714, 42435716, 1825841704, 1825841743, 1825841693, 1825841688, 4347550071, 4347550065, 9446375824, 42421969, 5706568625, 42435253, 42435257, 7802856365, 7802856352, 7802856370, 7802856341, 7802856349, 7802856372, 7802856356, 42435272, 42435275, 42432556, 42435283, 42435295, 42435301]",42428328
7212.05,6822.09,8.0,"[42450028, 42429338, 42429340, 42443037, 42435516, 42443032, 42439406, 42443029, 42438506, 42443027, 42436921, 42443024, 42443020, 42430068, 42439563, 42438802, 42436489, 42443009, 42429693, 42443000, 42431681, 42431684]",42450028
8205.05,8205.05,8.0,[42748439],42748439
5696.03,5696.03,8.0,[2562448026],2562448026
6230.04,6230.04,8.0,[589099734],589099734
7100.07,7175.05,8.0,"[42438788, 42436475, 6091080882, 9178915128, 247221417, 561950491, 2059303843, 42442158, 42442164, 42442175, 2059303916, 248709587, 42435275, 3269834161, 42443336]",42438788
6839.1,7141.07,8.0,"[42427764, 42427762, 42432818, 42430384, 42430390, 42430394, 42423674, 4347550074, 11225191374, 4347550071, 4347550065, 9446375824, 42421969, 5706568625, 42435253, 42435257, 7802856365, 7802856352, 7802856370, 7802856341, 7802856349, 7802856372, 7802856356, 42435272]",42427764
6072.16,6072.16,8.0,[42436431],42436431
6726.01,6492.08,8.0,"[42430669, 42430664, 593839894, 42430651, 42430646, 42430643, 3270031031, 3270031030, 42452975, 5481852077, 42444964, 5481856939, 5481856935, 42444960, 4207913307, 42437663, 42444954]",42430669
5886.13,6098.10,8.0,"[42438362, 4298764922, 4298764923, 5286408252, 4298764915, 5286408259, 42439181, 3601295731, 42451787, 1692450029, 390519635, 42437530, 42438174, 42438173, 42453310, 4597668039, 5481897719, 42428192]",42438362
5779.11,5788.13,8.0,"[42436944, 42436943, 5481912002, 42436942, 42436941, 42446533, 42449886, 42430886, 42449017, 42445558]",42436944
6306.01,6306.01,8.0,[42427390],42427390
7161.08,7141.07,8.0,"[42436911, 42446455, 42454679, 42430050, 42439553, 42438788, 42436475, 6091080882, 9178915128, 247221417, 561950491, 2059303843, 42442158, 42442164, 42442175, 2059303916, 248709587, 42435275, 42435272]",42436911
5114.06,5001.08,8.0,"[42427412, 9802614802, 42433718, 42433715, 42433712, 246901366, 42443666]",42427412
7052.01,7260.09,8.0,"[42443313, 1241742563, 1241760156, 1241760168, 7050687060, 42442410, 42442415, 42439464, 42429999, 6880596137, 42442417, 1733614298, 42442422, 9177424867, 9177424868, 1061531491, 6207264908, 42432564, 42442445]",42443313
5329.03,5997.1,8.0,"[246866828, 42431617, 42431614, 11515468991, 11515468989, 42445357, 42436322, 42430571, 42430529, 42429833, 42436326, 42436327, 5490721614, 42436330, 42436333, 42436335, 42436336, 42424610, 42436308, 42424408, 42436340, 11659009136, 42436014, 4142105822, 42424619, 42440847, 42436083, 42436088, 42436093, 42436097, 42436100, 42436109, 42436115, 42436119, 42436122, 42436126, 42436129, 42436134, 42436135, 42436139, 42436142, 42436146, 42436149, 42436152, 42436423]",246866828
6233.05,5989.02,8.0,"[42449341, 42444909, 4557517552, 387180916, 42436439, 8431296950, 42435596, 42439823, 42430253, 42430255]",42449341
6779.04,6890.01,8.0,"[42428310, 42435687, 42435702, 42435705, 1815133244, 42449550]",42428310
5623.03,5340.01,8.0,"[5051959089, 2987758886, 42479286, 42479283, 42491222, 42509213, 42509216, 42509221, 42509228, 42509232, 42482469, 42492546, 42509239, 42480069]",5051959089
4010.01,4010.01,8.0,[1251456833],1251456833
5506.10,5506.1,8.0,[42455412],42455412
6266.06,6266.06,8.0,[42434279],42434279
5033.01,5033.01,8.0,[42428365],42428365
5419.04,5944.01,8.0,"[42506318, 42473950, 42469494, 42469496, 42469499, 42469503, 42469507, 42469511, 42469514, 42469520, 42469528, 42469531, 42469534, 42500969, 42516599, 10962940424, 42503841, 42496839, 2276312211, 42484587, 42498317, 42520808, 42514451, 42493352, 42501785, 42506516, 5481915321, 42500685, 42516047, 42486597, 42520825, 2629142962, 42520827]",42506318
5436.09,5326.06,8.0,"[42437354, 42453613, 42449874, 42453365, 3569852193, 4300994847, 4300994883]",42437354
6030.06,6022.04,8.0,"[42439826, 42439823, 42430253, 42430255, 42430257, 42449333]",42439826
6098.1,6098.10,8.0,[42428192],42428192
4404.10,4404.10,8.0,[42466491],42466491
7212.05,7146.04,8.0,"[42450028, 42429338, 42429340, 3119952619, 3119952610, 42429342, 42428037, 42428034]",42450028
6030.06,6030.06,8.0,[42439826],42439826
6441.01,5145.02,8.0,"[42428253, 42439952, 42437654, 4461990857, 42439440, 42435422, 42435420, 42427805, 42438547, 42434807, 42439842, 42439840, 42427426, 42437890, 42434270, 42439836, 42427374, 42439834, 42429661, 42439275, 42439830, 42439826, 42439823, 42429375, 42439073, 42430828, 11062719791, 42430824, 42430818, 42430813, 42430811, 4320028826, 42430805, 42430803, 5837088104, 5837088105, 42430796, 42430791, 42430782, 42430770, 42430761, 8648032268, 42436968, 42448563, 42455200, 42439345, 42445574, 4616536351, 4616536352, 4616536348, 42423456, 42452015, 42440838, 4890535524, 4778174564, 42434845, 42445702, 42453038, 42448162, 5490721611, 42452816, 42429832, 42430557, 42445357, 42431614, 42449600, 7536025163, 42429563, 11461036496, 42430007, 42454401, 4578218122, 1431790464, 8213944614, 42422035, 42434413, 42436192, 42436187]",42428253
6560.14,6560.14,8.0,"[42439972, 42439968]",42439972
6257.03,6459.04,8.0,"[42427426, 42437890, 42435624, 42427427, 42435629, 6069996236, 42444928, 42453630, 42445310, 42434821, 42438674]",42427426
5492.05,5788.13,8.0,"[42442247, 10770328379, 10770328374, 42445498, 42445505, 1918039897, 42445511, 1692433916, 42421927, 42445520, 42431165, 5481937335, 42445534, 7059780018, 42439236, 42445543, 42439249, 42445558]",42442247
6233.04,5696.03,8.0,,42427393
