origin,destination,trip_count,shortest_path,origin_osm_node
5359.10,5470.12,7.0,"[10290705665, 5812723036, 42431617, 42431614, 11515468991, 11515468989, 42445357, 42436322, 42430571, 42430529, 42429833, 42436326, 42436327, 5490721614, 42436330, 42436333, 42436335, 42436336, 42436056]",10290705665
7141.07,7344.05,7.0,"[42435272, 42435275, 42432556, 42435283, 42435295, 42435301, 42424225, 42427915, 42433564, 42435308, 42421800, 42424851, 7106818626, 1382339080, 42433927, 42435497, 42435499, 42446036, 42429324, 42446041, 42445733, 42436539, 6949740442, 6949740430, 42444810, 596776156, 42444812, 42456578, 596776163]",42435272
6566.01,6814.01,7.0,"[42447242, 42427070, 42447412, 42448079, 42450109, 3569402525, 3569402535, 4604406922, 4604406921]",42447242
6364.07,6364.07,7.0,"[42430295, 42430298]",42430295
6190.08,6224.05,7.0,"[42429663, 42429662, 42435610, 42427381]",42429663
6912.01,7344.05,7.0,"[42423674, 42430394, 4347534767, 5706568771, 8254176969, 42445950, 42445953, 42436511, 42445961, 42429971, 42431650, 42445972, 42445976, 42437425, 42431674, 42445994, 42429682, 42445227, 42436477, 42438791, 42439556, 596788016, 42439557, 42430056, 42454691, 42446461, 42436914, 42459137, 42438490, 42452954, 42439395, 42448216, 42435504, 42458766, 42429330, 42454192, 42445736, 42436541, 42444812, 42456578, 596776163]",42423674
6364.07,6432.10,7.0,"[42430295, 42430298, 4886228960, 42430304, 42430308, 42430311, 6350462397, 42452973, 42445908, 42445909, 42445910, 42445651, 42445914, 42432438]",42430295
6190.08,6140.05,7.0,"[42429663, 42429662, 42429661, 42429659, 42430263, 42427371, 42430265]",42429663
6197.08,6239.08,7.0,"[1729086998, 1729087000, 42442913, 5696984871, 42442910, 42442906, 42449926]",1729086998
5644.05,5329.03,7.0,"[42454423, 42442276, 42432142, 42436770, 42430143, 42423456, 42452015, 42440838, 4890535524, 4778174564, 42434845, 42445702, 42453038, 42448162, 5490721611, 42452816, 42429832, 42430557, 42445357, 42431614, 42431617, 246866828]",42454423
5779.11,5755.14,7.0,"[42436944, 42436943, 5481912002, 42436942, 42436941, 42436939, 42428491, 42436935, 42429373, 42439070, 42449067, 42430857, 42421877, 8475999052, 8475999051, 42437949, 6255601608, 6255601607, 42456303]",42436944
6239.08,6046.02,7.0,"[42449926, 42449314, 3841254263, 5227014112, 42442910, 42442906, 42442902, 42436754, 42442898, 42442895, 42429900, 42442891]",42449926
5515.02,5746.14,7.0,"[42453607, 42453604, 6781574665, 4505948472, 3291987532, 42453601, 42437339, 42455867, 42453166, 42444827, 42434205, 4012724171, 42449021, 42430903, 42454994]",42453607
6747.07,6765.01,7.0,"[8704367789, 8704367788, 42428308, 42428307, 1758380528, 8704367786, 42432589, 42432594, 42443532, 42445020, 42445018, 42432703, 42432706, 42430685, 42430680, 42430677, 373936427, 247072104, 247086019, 247084443]",8704367789
4895.09,4789.03,7.0,"[42497721, 42469205, 42492404, 248607283, 42499996, 42472268, 42499982, 3174844145, 598054754, 3174844140, 465132522, 42519202, 42498552, 42502401, 4400225690, 42517910, 10003132355, 42483640, 42517597]",42497721
4668.08,4668.08,7.0,[42481908],42481908
7619.05,7175.05,7.0,"[42432744, 42421737, 42437917, 42443406, 42443403, 42443388, 42443381, 42443373, 42436985, 42443366, 42443363, 4016646206, 42437050, 42421996, 42438043, 42434158, 42443353, 42443349, 42421803, 42437300, 42433565, 42443280, 42421769, 42443347, 42428061, 42438859, 42443346, 42443344, 42443341, 42432558, 42443336]",42432744
6839.1,6876.04,7.0,"[42427764, 42427762, 42432818, 42430384, 42430390, 42430394]",42427764
5788.13,5847.01,7.0,"[42445558, 42445548, 42428476, 4500010382, 42449045, 42421877, 42421889, 42432191, 42436856, 42433261, 4679523598, 42430805, 42431802, 4841945995, 339044224, 42436393, 42436129]",42445558
5788.13,5788.16,7.0,"[42445558, 595407648, 42430872, 42430886, 42449886]",42445558
6441.06,6441.02,7.0,"[42428264, 42428258]",42428264
6779.05,6955.01,7.0,"[42428313, 10142214276, 42435705, 1815133244, 42449550, 42450434, 42440966, 42431563]",42428313
6233.04,5964.01,7.0,,42427393
5584.04,5584.04,7.0,[42444832],42444832
5033.01,5329.03,7.0,"[42428365, 42436202, 4149936235, 42456884, 42446622, 42456888, 42434412, 8840333845, 42422035, 42422028, 11374486384, 7334235841, 246866806, 246866810, 246866830, 246866828]",42428365
3344.02,3385.06,7.0,"[1942053751, 1701116528, 1285521627, 4205083415, 1691133686]",1942053751
6779.05,7100.07,7.0,"[42428313, 42428312, 42440009, 42430363, 42430367, 42430371, 42430375, 42430378, 42430384, 42432818, 42432825, 42445947, 42445950, 42445953, 42436511, 42445961, 42429971, 42431650, 42445972, 42445976, 42437425, 42431674, 42445994, 42429682, 42445227, 42436477, 42438791, 42438788]",42428313
4748.07,4748.07,7.0,[2842882700],2842882700
6889.12,6889.12,7.0,[42428007],42428007
7100.07,6876.04,7.0,"[42436475, 42445225, 42429680, 42455693, 42431671, 42437423, 42447228, 42455662, 42431649, 42429970, 42456683, 42436510, 4347534783, 4347534768, 3377461259, 4347534767, 42430394]",42436475
6089.11,6089.11,7.0,[42429896],42429896
4821.06,4821.06,7.0,"[42525712, 9368823959]",42525712
6425.04,6425.04,7.0,[42430597],42430597
7123.04,7207.08,7.0,"[595245918, 42430984, 42430985, 42430989, 3371304327, 6828500177, 3377387917, 3377387920, 3371304332, 3371304342, 6841543645, 3377387929, 1722116498, 6856776749, 42431000, 42442422]",595245918
6765.01,6157.04,7.0,"[247084443, 247085080, 1760566988, 247081706, 247081711, 246650546, 2348991695, 247072735, 2208862794, 2376384482, 246580345, 8288270017, 246652738, 7779310094, 4133206254, 42454328, 42429431]",247084443
6233.05,6459.04,7.0,"[42449341, 42439286, 42429664, 42454381, 6401966213, 42427390, 42443676, 42434285, 42437914, 42427483, 42453630, 42445310, 42434821, 42438674]",42449341
5872.10,5872.1,7.0,[42421877],42421877
7161.08,7323.09,7.0,"[42436911, 42436913, 42446021, 42438487, 42446026, 42439392, 42446031, 42435499, 42446036, 42429324, 42446041, 42454189]",42436911
5746.14,5746.14,7.0,[42454994],42454994
5382.06,5382.06,7.0,[42452056],42452056
7260.09,7360.1,7.0,"[42442445, 42442451, 42442459, 42438862, 42428063, 42442463, 42421772, 42442469, 42433567]",42442445
4846.01,5096.12,7.0,"[370880748, 10107930170, 11014606928, 11014606929, 5178357334, 607912679, 4156726381, 2350521070, 4156726384, 42421951, 11030812457, 6129324449, 42444223, 42444230, 42444242, 42427256, 42440356, 588455899, 42440258, 3350498747, 42433218, 42433243]",370880748
6303.01,6723.1,7.0,"[42445667, 42453011, 595105531, 595105538, 248708582, 595105472, 42455931, 42453000, 42444055, 42434092, 3569749128, 42455932, 595105496, 7641820936, 5852272391, 6133355290, 42455934, 42440469, 42452882, 42436714, 42455963, 42448390, 42443618, 2711029280, 42456041]",42445667
5788.13,5905.12,7.0,"[42445558, 595407648, 42430872, 42453104, 42446528, 42436939, 42440721, 42428493]",42445558
6535.04,6955.05,7.0,"[3270031002, 3270031028, 3270031030, 42452975, 9409760260, 9409760272, 5837182318, 42443975, 42433644, 42423885, 11149329007, 428219648, 42446504, 42455751, 42437371, 42454433, 42443563, 42432706, 42455761, 42452365, 42443534, 42432598, 42440170, 42454042, 42446363, 42449550, 42450434, 42440966, 42430739, 42430736]",3270031002
4101.17,4322.06,7.0,"[42514989, 42486357, 42478132, 42521132, 42479040, 42468462, 42521128, 42484019, 42521127, 42521125, 1372888859]",42514989
5542.04,5340.01,7.0,"[8672287431, 8672287425, 42502927, 42478902, 5482000017, 42509202, 2987758893, 2987758892, 42467934, 42509209, 42491222, 42509213, 42509216, 42509221, 42509228, 42509232, 42482469, 42492546, 42509239, 42480069]",8672287431
6966.04,6789.2,7.0,"[42843340, 42843342, 42843345, 42843348, 7726844882, 42826064, 2403986924, 42882970, 42818528, 42833321, 42882973, 42849730]",42843340
7123.04,7175.05,7.0,"[595245918, 42430984, 42430985, 42430989, 3371304327, 6828500177, 3377387917, 3377387920, 3371304332, 3371304342, 6841543645, 3377387929, 1722116498, 6856776749, 42431000, 42442422, 9177424867, 9177424868, 1061531491, 6207264908, 42443336]",595245918
6030.04,6233.04,7.0,"[42429375, 42429378, 42432214, 42435596, 42435598, 42435599, 42435603, 42439280, 5103334974, 42439286, 42429664, 42454381, 6401966213, 42427390, 42427393]",42429375
6072.11,6030.06,7.0,"[42435599, 42439830, 42439826]",42435599
5550.05,5613.04,7.0,"[42479273, 42479277, 6980674614, 42479281, 42479283, 42479286, 2987758886, 5051959089, 42479294, 42478904, 42479299, 42479372, 42472689, 42479378, 42479382, 42479388]",42479273
7253.04,7453.01,7.0,"[42435301, 42424225, 42427915, 42433564, 42435308, 42421800, 42424851, 7106818626, 7106818623, 7106818627, 42421993, 42431447, 42435316]",42435301
5276.04,5276.04,7.0,[11249142483],11249142483
5626.15,5626.15,7.0,[42444827],42444827
6816.07,6816.07,7.0,[42435702],42435702
6593.15,6593.15,7.0,[42430347],42430347
6239.08,6280.12,7.0,"[42449926, 3789563970, 6371048752, 42446933, 42456568, 42449308]",42449926
6247.06,6459.07,7.0,"[42434807, 42434810, 42435633, 42427812, 4443775464, 4443775465, 7167585630, 7167585627, 4557517549, 42451695, 42446668, 6636032331, 6656258478, 42430629, 6656315591, 6339939226, 42430607, 9423683689, 8585752285]",42434807
5964.01,6233.04,7.0,"[42440943, 42436146, 42436149, 42436152, 42436155, 42431505, 42436159, 42431151, 4557517555, 4557517554, 42454325, 42454328, 246648219, 42445766, 42449341, 42439286, 42429664, 42454381, 6401966213, 42427390, 42427393]",42440943
7323.09,7538.18,7.0,"[42454189, 42429314, 42449187, 42433927, 1382339080, 7106818626, 7106818623, 7106818627, 42421993, 42431447, 42435316, 42435317, 42435319, 42435323, 42435328, 42424439, 42425232, 7779666008]",42454189
6233.05,6306.06,7.0,"[42449341, 42439286, 42429664, 42454381, 6401966213, 42427390, 42443676, 42434285]",42449341
6474.11,6474.11,7.0,[42446488],42446488
7141.07,6904.06,7.0,"[42435272, 7802856356, 7802856372, 7802856349, 7802856341, 7802856370, 7802856352, 7802856365, 247223720, 42457788, 42455662, 42431649, 42429970]",42435272
5065.14,5137.11,7.0,"[673008453, 42440278, 42440280, 42440282]",673008453
6464.09,6584.12,7.0,"[42446977, 42449948, 42444051, 42434087, 42449954, 42446986, 8073701750, 100522728]",42446977
4051.01,3628.11,7.0,"[42474733, 42486362, 42477251, 42477252, 42471180, 42477254, 42477256, 42477259, 42475977, 42477265, 42477275, 42469898, 42477282, 42477286, 42477289, 42477292, 42477295, 42477300, 42477302, 42477305, 42477307, 42477309, 42477311, 42477317, 42477322, 42469705, 42477334, 9297290061]",42474733
6602.03,7323.09,7.0,"[42435660, 42435663, 5849918504, 42435671, 42432700, 42435675, 8250892565, 5481885793, 5522182776, 42439990, 8250908767, 8318633104, 42430347, 42430350, 42430352, 42430356, 42430358, 42430361, 42430363, 42430367, 42430371, 42430375, 42430378, 42430384, 42432818, 42432825, 42445947, 42445950, 42445953, 42436511, 42445961, 42429971, 42431650, 42445972, 42445976, 42437425, 42431674, 42445994, 42429682, 42445227, 42436477, 42438791, 42439556, 42430052, 42446013, 42446016, 42436913, 42446021, 42438487, 42446026, 42439392, 42446031, 42435499, 42446036, 42429324, 42446041, 42454189]",42435660
6517.08,7175.05,7.0,"[42430333, 42430338, 42430342, 42430344, 42430347, 42430350, 42430352, 42430356, 42430358, 42430361, 42430363, 42430367, 42430371, 42430375, 42430378, 42430384, 42430390, 42430394, 42423674, 4347550074, 11225191374, 4347550071, 4347550065, 9446375824, 42421969, 5706568625, 42435253, 42435257, 7802856365, 7802856352, 7802856370, 7802856341, 7802856349, 7802856372, 7802856356, 42435272, 42435275, 3269834161, 42443336]",42430333
5696.03,6233.05,7.0,"[2562448026, 9609713330, 2562448041, 246879394, 11310311811, 7779310094, 4133206254, 246648219, 42445766, 42449341]",2562448026
5379.10,5826.02,7.0,"[42506177, 42480066, 42518976, 42492544, 42482465, 42520383, 42514554, 42479277, 6980674614, 42520377, 42527806, 42516607, 7725544399, 42498324, 42535489, 42514448, 42493355, 42501788, 42506522]",42506177
5190.07,5335.07,7.0,"[42437768, 42437770, 42437773, 588455701, 42435931, 42433554, 11038072374, 11038072465, 11038072507, 42452107]",42437768
6004.07,6004.06,7.0,"[42455897, 42429918, 42454209]",42455897
6753.08,7180.02,7.0,"[42456049, 42429986, 42431661, 42455675, 42447237, 42437451, 42431684, 42455695, 42429694, 42445247, 42436492, 10991141055, 42438805, 42439567, 42430075, 42454701, 42446478, 42436922, 42456060, 42438509, 42452956, 42439409, 42448254, 42435518]",42456049
6889.12,7175.05,7.0,"[42428007, 7740583793, 42436492, 42436489, 42436486, 42436484, 42436481, 596776057, 42436477, 42436475, 6091080882, 9178915128, 247221417, 561950491, 2059303843, 42442158, 42442164, 42442175, 2059303916, 248709587, 42435275, 3269834161, 42443336]",42428007
5476.03,5593.01,7.0,"[42453610, 1919595922, 3783071112, 3783071109, 42440401, 42447435, 42451604, 9166033062, 4478001045, 42443513]",42453610
7141.07,6876.04,7.0,"[42435272, 7802856356, 7802856372, 7802856349, 7802856341, 247222929, 247227451, 4332563033, 42423677, 42423674, 42430394]",42435272
6517.08,7100.07,7.0,"[42430333, 42430338, 42430342, 42430344, 42430347, 42430350, 42430352, 42430356, 42430358, 42430361, 42430363, 42430367, 42430371, 42430375, 42430378, 42430384, 42432818, 42432825, 42445947, 42445950, 42445953, 42436511, 42445961, 42429971, 42431650, 42445972, 42445976, 42437425, 42431674, 42445994, 42429682, 42445227, 42436477, 42438791, 42438788]",42430333
5696.03,5001.08,7.0,"[2562448026, 9609713330, 2562448041, 246879394, 607906596, 246866828, 246866830, 246866810, 246866806, 7334235841, 11374486384, 246866798, 246866788, 246866793, 246901366, 42443666]",2562448026
7360.10,7260.09,7.0,"[42433567, 42437305, 1061531550, 42428663, 42428661, 42428657, 42421775, 42428653, 42428065, 42428648, 42428645, 11655721360, 42428640, 1061531500, 42442445]",42433567
5905.14,6030.04,7.0,"[42436935, 42429373, 42429374, 42429375]",42436935
6185.07,6185.07,7.0,[597294547],597294547
6526.05,6492.08,7.0,"[42433620, 42435654, 42444985, 42433625, 4491359481, 42444964, 5481856939, 5481856935, 42444960, 4207913307, 42437663, 42444954]",42433620
5752.09,5458.02,7.0,"[7725555869, 42514451, 42520808, 42498317, 42484587, 2276312211, 42496839, 42503841, 10962940424, 42516599, 42500969, 42469534, 42506291, 42488163, 42506300, 42506305, 42482458, 42492539, 42506310, 42480055, 42506170, 42506318, 42473950, 42469494, 42469496, 1424163333, 42528566]",7725555869
7020.02,7212.05,7.0,"[42446478, 42436922, 42456060, 42443027, 42450015, 42438503, 42450025, 42439403, 42448238, 42435514, 42450028]",42446478
6266.06,6022.04,7.0,"[42434279, 42443674, 42427386, 42444916, 42429663, 42429662, 42429661, 42429659, 5481850675, 42429657, 42439272, 42449333]",42434279
6747.06,6492.08,7.0,"[5481883912, 42435684, 42435687, 5481883907, 5481882139, 42445025, 42440163, 42432594, 42443532, 42445020, 42445018, 42432703, 42443561, 42445011, 42437368, 42445001, 42444991, 42444985, 42433625, 4491359481, 42444964, 5481856939, 5481856935, 42444960, 4207913307, 42437663, 42444954]",5481883912
6248.08,6248.08,7.0,[42437686],42437686
5329.08,5329.08,7.0,[4143838198],4143838198
8213.01,8290.01,7.0,"[42736043, 42740200, 42776415, 2327276551, 42745197, 42735003, 42735006, 42735011, 42751999]",42736043
5545.01,5626.07,7.0,"[42434233, 42434226, 42434215]",42434233
5276.04,5134.09,7.0,"[11249142483, 42469472, 11249142497, 5980485761, 5782087172, 42469461, 42506332, 42468738, 4207788767, 4207788769]",11249142483
5329.03,5368.03,7.0,"[246866828, 42431629, 42431630, 42445291]",246866828
6072.11,6233.05,7.0,"[42435599, 42435603, 42439280, 42444909, 4557517552, 4557517550, 42445766, 42449341]",42435599
7304.08,7360.1,7.0,"[42433564, 42427915, 3248774664, 3248774451, 42443280, 42421769, 42443347, 42442463, 42421772, 42442469, 42433567]",42433564
5669.10,5669.1,7.0,[42434142],42434142
5476.03,5616.01,7.0,"[42453610, 42437349, 42455175, 42453158, 42444833, 42434233, 42455181, 42449029]",42453610
6740.10,6779.04,7.0,"[42430361, 8318633108, 42440004, 42428310]",42430361
6926.01,6795.01,7.0,"[42430713, 42430707, 10111318239, 42430704, 42430698, 10698841369, 42430694, 42430691, 42430688]",42430713
7524.16,7388.10,7.0,"[42441526, 42431078, 42431067, 42441535, 42437058, 42422018, 42438052, 42434161, 42441564, 42441569, 42421820, 42437312, 42433569]",42441526
7617.07,7354.01,7.0,"[42433743, 5481882807, 7024230434, 4016646214, 42435736, 3247295579, 42452290, 42435346, 42435343, 42435341, 42432736, 42421728, 3602679383, 42435337, 42435336, 7801840675, 42435333, 42435331, 42425570, 7779666009, 7779666008, 42425232, 42424439, 42435328, 42435323, 42435319, 42435317, 42435316, 42431447, 42421993, 7106818627, 7106818623, 7106818626, 42424851]",42433743
4281.08,4060.09,7.0,"[42491627, 42465236, 42465238, 42465246, 42465250, 4317282393, 42465257, 42465260, 42465262, 4708375542, 42465265, 42465267]",42491627
4217.06,4322.06,7.0,"[42466227, 42466234, 5744334383, 42466239, 42466244, 42466249, 6689408247, 42466259, 1372888558, 42521127, 42521125, 1372888859]",42466227
6809.07,6331.01,7.0,"[42430378, 42430384, 42440022, 42431549, 42440020, 42440015, 42440012, 42440009, 42440004, 42440001, 42432585, 42439996, 42439994, 42439990, 42428297, 42439984, 42439981, 42437363, 42439972, 42439968, 42439964, 42433611, 42439960, 42439955, 42439952, 42437654, 4461990857, 42439440, 42435422]",42430378
3538.09,3579.04,7.0,"[42510753, 5488680061, 5488680058, 42510750, 42510748, 42510747, 6417176111, 42518898]",42510753
5779.11,5584.05,7.0,"[42436944, 42446552, 42454997, 42430914, 42430924, 42449027, 2324482224, 42434226]",42436944
7344.01,7344.01,7.0,[42444487],42444487
6740.10,6740.1,7.0,[42430361],42430361
7161.08,7161.08,7.0,[42436911],42436911
5137.10,5207.01,7.0,"[11349151113, 11349151114, 8404036868, 8404036871, 42456492, 3658821414, 42443844, 2821304143, 4143875757, 272195277, 272195270, 11411576728, 42453952, 42430004, 42429562, 42449597, 2821304136, 8262309233, 9368823897, 370705004, 8866504932]",11349151113
4345.11,4395.07,7.0,"[42464936, 42464934, 42464932, 42464930, 42464929, 10696266146, 42464925, 42464923, 42464918, 42464905, 42464871, 42464866, 42537496, 42528730, 42490936, 42471620, 3279453283]",42464936
6676.02,6884.03,7.0,"[42432700, 42435675, 42435677, 42435680, 42432589, 42435684, 42435687, 42435702, 42435705, 42435707, 42435710, 42431556]",42432700
6925.09,6753.08,7.0,"[42436489, 42443009, 42429693, 42443000, 42431681, 42437445, 42442983, 5550244687, 42442977, 42431659, 42429981, 42442963, 42423752, 42456049]",42436489
6717.06,6492.08,7.0,"[5051482018, 4515465265, 42431666, 42432805, 42432802, 5490791423, 5490791421, 42432799, 5490791117, 42441009, 595729838, 595729841, 42429212, 42429211, 42429184, 1764647101, 1763749977, 42427844, 42429174, 42421783, 7740583558, 8904913030, 7740582994, 42429109, 42427780, 42429104, 42429100, 42429094, 42429083, 10151452100, 10151452111, 10151452108, 42429072, 5549743258, 42429058, 42429044, 42429035, 5549743266, 42429032, 42429029, 42428094, 42429023, 42429017, 42429013, 42429011, 42429006, 42429002, 42428998, 7694273195, 7694273190, 42428994, 42428989, 42428985, 42428984, 8746375049, 2499757469, 2499757467, 42428978, 8344404001, 42428975, 42428973, 42428970, 42428967, 42428966, 42428965, 42428964, 42427086, 42428962, 42428961, 595352904, 42428958, 42428956, 42428953, 42428951, 42428947, 42428944, 42428941, 42428939, 42428936, 42428934, 42428931, 42428928, 42428926, 42428922, 42428919, 42428917, 42428914, 42428913, 42428912, 561035351, 42428892, 7732653970, 42428876, 42428873, 7732654932, 7732654931, 42428863, 42428858, 42421857, 1506591534, 42428844, 1506591536, 6223571521, 6223571523, 470209120, 42428833, 42428814, 42428807, 42428799, 42428790, 42428782, 42428770, 595314103, 7004393049, 42428760, 42421745, 11803957852, 42428746, 42428742, 42428737, 42428728, 42428725, 42428723, 42428720, 42428716, 42428714, 42428711, 42428709, 42428705, 42428701, 42428695, 42428689, 42422006, 42428682, 42428678, 42428674, 42428670, 42421809, 42428663, 42428661, 42428657, 42421775, 42428653, 42428065, 42428648, 42428645, 11655721360, 42428640, 42428637, 42428634, 1061531448, 9177424867, 42428610, 42428604, 42428601, 42428598, 42428595, 42428590, 42428588, 42443313, 1241742563, 42421974, 1241742627, 42440934, 42445039, 42445037, 42431560, 42440960, 42445033, 1815133244, 42445027, 42445025, 42440163, 42432594, 42443532, 42445020, 42445018, 42432703, 42443561, 42445011, 42437368, 42445001, 42444991, 42444985, 42433625, 4491359481, 42444964, 5481856939, 5481856935, 42444960, 4207913307, 42437663, 42444954]",5051482018
6224.06,6306.06,7.0,"[42427427, 42435629, 6069996236, 42444928, 42427477, 42437909, 42434279, 42443674, 42443676, 42434285]",42427427
5382.07,5374.01,7.0,"[42451660, 42429643, 42437996, 3212472853, 5804809463, 42437962, 42452076, 42432103, 42432102, 42432099, 42432097]",42451660
7520.07,7382.04,7.0,"[42443373, 42436985, 42443366, 42443363, 4016646206, 42437050, 42421996, 42438043, 42434158, 42443353, 42443349, 42421803]",42443373
6948.10,6904.06,7.0,"[42428332, 42440025, 42430390, 42427764, 42427762, 42445947, 42445950, 42445953, 42436511, 42445961, 42429971, 42429970]",42428332
6140.05,6726.01,7.0,"[42430265, 42430269, 42430271, 42427423, 42430274, 42430277, 42430279, 42430282, 42427797, 4493840503, 42427805, 7653745266, 42427812, 4443775464, 4443775465, 42435642, 42435644, 42435645, 42435646, 42435650, 42433620, 42435654, 42435657, 42435660, 593972687, 42445001, 42434434, 8095866236, 42455751, 8095866234, 42423836, 593920879, 9019680389, 42430669]",42430265
5308.04,5826.02,7.0,"[5481954236, 5481954237, 598031717, 42484171, 42520398, 42473952, 42520393, 42506177, 42480066, 42518976, 42492544, 42482465, 42520383, 42514554, 42479277, 6980674614, 42520377, 42527806, 42516607, 7725544399, 42498324, 42535489, 42514448, 42493355, 42501788, 42506522]",5481954236
6839.10,7432.09,7.0,"[4347534767, 42430394, 42423674, 4347550074, 11225191374, 4347550071, 4347550065, 9446375824, 42421969, 5706568625, 42435253, 42435257, 7802856365, 7802856352, 7802856370, 7802856341, 7802856349, 7802856372, 7802856356, 42435272, 42435275, 42432556, 42435283, 42435295, 42435301, 42424225, 42427915, 42433564, 42435308, 42421800, 42424851, 7106818626, 7106818623, 7106818627, 42421993, 42421996]",4347534767
7253.04,6839.10,7.0,"[42435301, 42435295, 42435283, 42432556, 42435275, 42435272, 7802856356, 7802856372, 7802856349, 7802856341, 7802856370, 7802856352, 7802856365, 247223720, 42457788, 42455662, 42431649, 42429970, 42456683, 42436510, 4347534783, 4347534768, 3377461259, 4347534767]",42435301
7265.10,7265.10,7.0,[42436546],42436546
5500.07,5500.07,7.0,[42430136],42430136
5553.21,5515.02,7.0,"[42437343, 42453604, 9166033062, 9166033061, 1919595924, 1919595910, 1919595921, 42440401, 42453607]",42437343
7212.05,6889.12,7.0,"[42450028, 42429338, 42429340, 3119952619, 3119952610, 42429342, 42428037, 42428034, 42428032, 42428029, 42428027, 42428024, 42428022, 42428020, 7102342429, 42428016, 42428015, 42428014, 42428013, 42428012, 7136749255, 7136749260, 42428010, 6877054650, 6877054643, 42428007]",42450028
6889.12,6650.07,7.0,"[42428007, 42428005, 42428003, 11419656049, 42427996, 42427991, 9729779305, 42427985, 42427979, 42427975, 42427972, 42427970, 42427968, 8586594919, 42427965, 42424672, 42448329, 42454660, 42432871, 2711029280, 10836437297, 42432861, 42442960, 42442959]",42428007
3987.06,3987.06,7.0,[42465279],42465279
6925.09,6747.07,7.0,"[42436489, 42436486, 42436484, 42445232, 42429688, 42447076, 42431678, 42437433, 42447069, 42447060, 42431654, 42429976, 42447030, 42436516, 42447020, 42447009, 42447007, 42432847, 8950382042, 42432834, 596775935, 42432825, 42432818, 42431544, 42440951, 42450426, 42436700, 42446353, 42440452, 42440153, 6814895832, 9965135049, 42432580, 4799735130, 42430356, 42432585, 42428307, 1758380528, 8704367786, 42432589, 42435684, 8704367788, 8704367789]",42436489
4614.04,4936.21,7.0,"[588036474, 588036471, 42493403, 7439811588, 598202957, 598202954, 6644106961, 6644106955, 11707126797, 6561729171, 42493380, 2340051732, 3174844141, 3174844139, 3174844149, 3174844145, 42499982, 42472268, 42499996, 42499999, 42501454, 2687331105]",588036474
7920.05,7511.19,7.0,"[42439272, 5481850676, 42430259, 42429659, 42430263, 42427371, 42430265, 42430269, 42430271, 42427423, 42430274, 42430277, 42430279, 42430282, 42427797, 42430288, 42430292, 42430295, 42430298, 4886228960, 42430304, 42430308, 42430311, 42430314, 42430317, 42430320, 42430324, 42430329, 42430333, 42430338, 42430342, 42430344, 42430347, 42430350, 42430352, 42430356, 42430358, 42430361, 42430363, 42430367, 42430371, 42430375, 42430378, 42430384, 42432818, 42432825, 42445947, 42445950, 42445953, 42436511, 42445961, 42429971, 42431650, 42445972, 42445976, 42437425, 42431674, 42445994, 42429682, 42445227, 42436477, 42438791, 42439556, 42430052, 42446013, 42446016, 42436913, 42446021, 42438487, 42446026, 42439392, 42446031, 42435499, 42446036, 42429324, 42446041, 42445733, 42436539, 6949740442, 6949740430, 42444810, 42446066, 42446070, 42446072, 42444487, 42434166, 42446086, 42446093, 42446099, 42445256, 42438963, 42430474, 42434905, 5481897028, 42434904]",42439272
6306.06,6182.02,7.0,"[42434285, 42434279, 42434271, 42434270, 42439836, 42427374]",42434285
5308.04,5068.02,7.0,"[5481954236, 5481954237, 598031717, 42484180, 42484186, 6530806540, 42480120, 42480149, 4686822856, 42484194, 42482398, 8425776224, 2089937767, 6116989028, 42476485, 42484200, 5482177473, 42484205, 42484207, 42467872, 7712107372, 7722378707, 8668750421, 8668727816, 7722378711, 42513623, 42513628, 42513634, 42513647, 7618802676, 42511123, 42513654, 42513657]",5481954236
6650.07,6650.07,7.0,[42442959],42442959
5755.14,5947.04,7.0,"[42456303, 42449045, 42430861, 42455026, 42446521, 42436935, 42429373]",42456303
6389.09,6239.08,7.0,"[42445656, 42446945, 42446942, 42446941, 42434954, 42445374, 8996587919, 42446935, 42446934, 42446933, 8482948064, 42445413, 42449926]",42445656
5207.01,4710.06,7.0,"[8866504932, 4726782723, 4619812743, 4619812742, 278632503, 11381945330, 42497737, 42481889]",8866504932
6098.10,6257.03,7.0,"[42428192, 42443671, 42430265, 42430269, 42430271, 42427423, 42430274, 42439840, 42427426]",42428192
6182.02,6022.04,7.0,"[42427374, 42427371, 42427369, 42454378, 42429657, 42439272, 42449333]",42427374
5553.03,5553.03,7.0,[42437339],42437339
4077.07,4605.04,7.0,"[42497683, 42502712, 42502709, 42476472, 42502705, 42502701, 42502697, 42471052, 42502693, 42486334, 42478111, 42502684, 42502679, 42502674, 42484037, 42498630, 42482017, 42502658, 42502656, 42497777, 42502653, 42502651, 42502649]",42497683
6140.05,6190.08,7.0,"[42430265, 42439836, 5849918502, 42443674, 42427386, 42444916, 42429663]",42430265
3625.07,3593.1,7.0,"[42490216, 42490212, 42478481, 8372192243, 8372192247]",42490216
5746.02,5659.05,7.0,"[42430898, 42430903, 42430914]",42430898
6535.04,6747.07,7.0,"[42430633, 3270031002, 3270031028, 3270031030, 42452975, 9409760260, 9409760272, 5837182318, 42443975, 42433644, 42423885, 11149329007, 428219648, 42446504, 42455751, 42437371, 42454433, 42443563, 42432706, 42455761, 42452365, 42443534, 42432598, 42440170, 42440163, 5481883912, 42435684, 8704367788, 8704367789]",42430633
